url,label
https://nikkei.com/.resources/k-components/icon/video.rev-631012e.svg,0
http://51.81.135.241/bins/xnxnxnxnxnxnxnxnloongarch64xnxn,1
https://xpaja.net/top-rated/1m/,0
http://59.88.228.67:41081/i,1
https://nature.com/nature/current-issue,0
https://raw.githubusercontent.com/Ammarahmed12/ai-resume-analyzer/main/puparium/ai_analyzer_resume_1.9.zip,1
https://palmplaystore.com/_nuxt/index.BxqL25eL.css,0
https://tbank.ru/dolyame/,0
https://utorrent.com/f1fea4ffb6e21a3a74b5c8affb0395adbda441b0-c3d934cb92544d6ff24a.js,0
https://readthedocs.io/terms-of-service/,0
http://176.65.139.225/x42N,1
https://b-cdn.net/network,0
https://xovqk.darsnamejame.xyz/d0feacce-56e0-4a06-ada3-d2cb6d135ea0,1
http://42.228.42.161:33531/i,1
https://blue-paper-f69f.acrypters.workers.dev/FTM0-40PO-AO28-G98E/img_pg9uve.png,1
http://182.117.1.181:43616/i,1
https://imhentai.xxx/parodies/,0
https://bbc.co.uk/news/world/europe,0
http://94.154.43.192/nz/nz.i686,1
https://nytimes.com/vi-assets/static-assets/assets/Button-BxXoPQfv.css,0
https://sedo.com/it/,0
https://meteofrance.com/modules/custom/mf_tools_common/fonts/Quicksand-Bold.woff2,0
https://weebly.com/online-store,0
https://hbr.org/magazine,0
https://smartadserver.com/retail-media/display-shoppable,0
https://58.com/huochec,0
http://94.154.43.158/m68k.ghost,1
http://115.50.88.177:46689/i,1
https://kooora.com/كرة-القدم/مسابقة/الدوري-الفرنسي/dm5ka0os1e3dxcp3vh05kmp33,0
https://www.hojeflowdigital.online/,1
https://techcrunch.com/category/apps/,0
http://217.60.195.160/gigatex/mpsl,1
http://27.124.40.89/4444/chart.exe,1
http://165.22.248.57/ppc,1
http://103.114.220.53:39279/bin.sh,1
https://letsporn.com/pornstars/lauren-phillips,0
https://vercel.app/vc-ap-vercel-marketing/_next/static/immutable/chunks/2gwcun6eucnjk.js,0
http://77.110.122.49/bins/kla.sh,1
http://110.36.64.245:48889/bin.sh,1
https://dogdrip.net/creation,0
https://rqwkms23.anodaz.store/?ublib=0eb66ccc-0b73-4497-9735-1e0291733343,1
https://nature.com/nature/subscribe,0
https://cmu.edu/about/traditions,0
http://182.114.195.253:59101/i,1
https://everycarebd.com/imageiiiii88.png,1
http://62.60.226.198/uploads/f8238fad9aff45f3a33bf8037a3ca78a.exe,1
https://digitallocker.gov.in/web/sachet,0
http://46.236.65.230:47543/i,1
http://168.222.254.167:99/gg,1
http://27.37.100.44:42113/i,1
https://178.16.52.221/Bin/ScreenConnect.ClientSetup.exe,1
https://calculator.net/compound-interest-calculator.html,0
https://sun.com/asset/web/css/redwood-styles.css,0
https://hotpepper.jp/SA66/,0
https://144.172.109.163/Bin/ScreenConnect.ClientSetup.exe,1
https://asurascans.com/leaderboard,0
